time_s,acceleration_g
0.000000,-0.127135
0.000083,0.359025
0.000167,0.772730
0.000250,1.279552
0.000333,1.751787
0.000417,2.106935
0.000500,2.595107
0.000583,2.952422
0.000667,3.164622
0.000750,3.734221
0.000833,3.877063
0.000917,4.216053
0.001000,4.376536
0.001083,4.525374
0.001167,4.820549
0.001250,4.681406
0.001333,4.593592
0.001417,4.720177
0.001500,4.590777
0.001583,4.636169
0.001667,4.427159
0.001750,4.211542
0.001833,4.238696
0.001917,4.018714
0.002000,3.730927
0.002083,3.614632
0.002167,3.236679
0.002250,3.346611
0.002333,3.144205
0.002417,2.998393
0.002500,2.800350
0.002583,2.481938
0.002667,2.319903
0.002750,2.496380
0.002833,2.504525
0.002917,2.223124
0.003000,2.118339
0.003083,2.261982
0.003167,2.202007
0.003250,2.203076
0.003333,2.067617
0.003417,2.004277
0.003500,1.834767
0.003583,1.881996
0.003667,1.792463
0.003750,1.449478
0.003833,1.407631
0.003917,1.535388
0.004000,1.498880
0.004083,1.567455
0.004167,1.080075
0.004250,1.075761
0.004333,0.768181
0.004417,0.816634
0.004500,0.554162
0.004583,0.279212
0.004667,-0.034931
0.004750,0.052188
0.004833,-0.270578
0.004917,-0.385691
0.005000,-0.685233
0.005083,-0.664035
0.005167,-1.020165
0.005250,-1.021344
0.005333,-1.253255
0.005417,-1.472598
0.005500,-1.906964
0.005583,-1.500701
0.005667,-1.534773
0.005750,-1.840573
0.005833,-1.636075
0.005917,-1.648498
0.006000,-1.913532
0.006083,-1.888050
0.006167,-2.051072
0.006250,-2.047515
0.006333,-2.271066
0.006417,-2.233238
0.006500,-2.471468
0.006583,-2.563113
0.006667,-2.767982
0.006750,-2.979761
0.006833,-3.251534
0.006917,-3.316613
0.007000,-3.679071
0.007083,-3.653752
0.007167,-4.109754
0.007250,-4.347064
0.007333,-4.598406
0.007417,-4.858356
0.007500,-4.974848
0.007583,-5.188971
0.007667,-5.782244
0.007750,-5.536320
0.007833,-5.700800
0.007917,-5.897723
0.008000,-6.123551
0.008083,-6.084284
0.008167,-6.000889
0.008250,-5.754778
0.008333,-5.777191
0.008417,-5.591604
0.008500,-5.130126
0.008583,-4.792286
0.008667,-4.534108
0.008750,-4.095482
0.008833,-3.375296
0.008917,-2.943873
0.009000,-2.693714
0.009083,-1.800228
0.009167,-0.881803
0.009250,-0.133178
0.009333,0.128039
0.009417,0.911522
0.009500,1.733453
0.009583,2.449784
0.009667,3.129504
0.009750,3.412168
0.009833,3.880409
0.009917,4.573640
0.010000,5.018346
0.010083,5.356095
0.010167,5.770101
0.010250,5.880036
0.010333,6.022790
0.010417,6.242145
0.010500,6.212335
0.010583,6.289475
0.010667,6.072257
0.010750,5.964899
0.010833,5.945111
0.010917,5.731270
0.011000,5.868639
0.011083,5.117206
0.011167,5.108519
0.011250,4.776885
0.011333,4.687181
0.011417,4.439836
0.011500,3.934496
0.011583,3.851267
0.011667,3.625131
0.011750,3.414195
0.011833,2.907866
0.011917,3.109057
0.012000,2.962275
0.012083,2.716182
0.012167,2.389822
0.012250,2.443002
0.012333,2.226924
0.012417,2.539228
0.012500,2.142303
0.012583,2.220061
0.012667,2.397912
0.012750,1.944941
0.012833,1.948131
0.012917,1.823417
0.013000,1.954670
0.013083,1.413948
0.013167,1.536078
0.013250,1.429834
0.013333,1.333255
0.013417,1.349997
0.013500,0.974540
0.013583,1.023667
0.013667,0.836157
0.013750,0.823987
0.013833,0.479365
0.013917,0.298126
0.014000,0.195195
0.014083,-0.063178
0.014167,-0.364843
0.014250,-0.476937
0.014333,-0.725127
0.014417,-0.742867
0.014500,-1.086825
0.014583,-1.040925
0.014667,-1.367351
0.014750,-1.158347
0.014833,-1.258934
0.014917,-1.273916
0.015000,-1.221931
0.015083,-1.293361
0.015167,-1.577471
0.015250,-1.891044
0.015333,-1.603632
0.015417,-1.749664
0.015500,-1.557683
0.015583,-1.779901
0.015667,-1.868094
0.015750,-1.843549
0.015833,-2.134840
0.015917,-2.113285
0.016000,-2.114046
0.016083,-2.300686
0.016167,-2.434912
0.016250,-2.531344
0.016333,-2.539707
0.016417,-2.771895
0.016500,-3.068130
0.016583,-3.053561
0.016667,-3.281914
0.016750,-3.433997
0.016833,-3.656793
0.016917,-3.650614
0.017000,-3.868787
0.017083,-4.126672
0.017167,-3.935626
0.017250,-4.025418
0.017333,-4.122803
0.017417,-3.911312
0.017500,-3.866939
0.017583,-3.594090
0.017667,-3.548943
0.017750,-3.468038
0.017833,-3.374925
0.017917,-2.957465
0.018000,-2.762596
0.018083,-2.432650
0.018167,-2.112276
0.018250,-1.963929
0.018333,-1.565794
0.018417,-1.019990
0.018500,-0.484792
0.018583,-0.302446
0.018667,0.102094
0.018750,0.462451
0.018833,0.808472
0.018917,1.316113
0.019000,1.191164
0.019083,1.795983
0.019167,2.068442
0.019250,2.300493
0.019333,2.468403
0.019417,2.553592
0.019500,2.603828
0.019583,2.824253
0.019667,2.832675
0.019750,2.954349
0.019833,2.919516
0.019917,2.963316
0.020000,2.808383
0.020083,2.889747
0.020167,2.792294
0.020250,2.519289
0.020333,2.451010
0.020417,2.285778
0.020500,2.456570
0.020583,2.167188
0.020667,2.040893
0.020750,1.762499
0.020833,1.630350
0.020917,1.562380
0.021000,1.226329
0.021083,1.302855
0.021167,1.259713
0.021250,1.105269
0.021333,0.982984
0.021417,0.944098
0.021500,0.820395
0.021583,0.854598
0.021667,0.866259
0.021750,0.614850
0.021833,0.801613
0.021917,0.748988
0.022000,0.833161
0.022083,0.682485
0.022167,0.518500
0.022250,0.639350
0.022333,0.547118
0.022417,0.457854
0.022500,0.517008
0.022583,0.375805
0.022667,0.359784
0.022750,0.168890
0.022833,0.482002
0.022917,0.002460
0.023000,0.086977
0.023083,0.090428
0.023167,-0.015734
0.023250,-0.196486
0.023333,-0.111529
0.023417,-0.066934
0.023500,-0.382108
0.023583,-0.381452
0.023667,-0.334530
0.023750,-0.643697
0.023833,-0.603584
0.023917,-0.542263
0.024000,-0.753779
0.024083,-0.733908
0.024167,-0.628445
0.024250,-1.025514
0.024333,-0.946485
0.024417,-0.770611
0.024500,-0.767312
0.024583,-0.986568
0.024667,-0.844639
0.024750,-0.980753
0.024833,-1.103386
0.024917,-1.234405
0.025000,-1.309103
0.025083,-1.042227
0.025167,-0.823232
0.025250,-1.039742
0.025333,-1.323858
0.025417,-1.162503
0.025500,-1.235366
0.025583,-1.381274
0.025667,-1.701738
0.025750,-1.502209
0.025833,-1.664010
0.025917,-1.716052
0.026000,-1.851985
0.026083,-1.904397
0.026167,-1.993414
0.026250,-2.052623
0.026333,-2.226840
0.026417,-2.366702
0.026500,-2.427202
0.026583,-2.096314
0.026667,-2.339498
0.026750,-2.396487
0.026833,-2.473703
0.026917,-2.342988
0.027000,-2.183603
0.027083,-2.058272
0.027167,-2.221915
0.027250,-1.830583
0.027333,-1.673885
0.027417,-1.678207
0.027500,-1.396031
0.027583,-1.255881
0.027667,-1.121174
0.027750,-0.778351
0.027833,-0.525615
0.027917,-0.027262
0.028000,-0.063024
0.028083,0.363372
0.028167,0.618746
0.028250,0.914204
0.028333,0.959600
0.028417,1.142771
0.028500,1.424602
0.028583,1.707333
0.028667,1.844763
0.028750,2.044836
0.028833,2.314492
0.028917,2.305292
0.029000,2.376592
0.029083,2.431344
0.029167,2.500787
0.029250,2.534520
0.029333,2.746618
0.029417,2.630108
0.029500,2.691235
0.029583,2.541671
0.029667,2.533039
0.029750,2.180428
0.029833,2.268108
0.029917,2.120761
0.030000,1.848240
